cause,effect,nonident_cause
argR,lrp,two_cycle
argR,lysO,cross_scc_blocked
argR,metY,cross_scc_blocked
argR,mukE,cross_scc_blocked
argR,nusA,cross_scc_blocked
argR,pfkB,cross_scc_blocked
argR,pnp,cross_scc_blocked
argR,potF,cross_scc_blocked
argR,puuB,cross_scc_blocked
argR,pyrL,cross_scc_blocked
argR,rbfA,cross_scc_blocked
argR,rimP,cross_scc_blocked
argR,rpsO,cross_scc_blocked
argR,stpA,same_scc_long
argR,truB,cross_scc_blocked
argR,waaA,cross_scc_blocked
argR,yaaU,cross_scc_blocked
argR,yfcC,cross_scc_blocked
argR,yffB,cross_scc_blocked
argR,yhcC,cross_scc_blocked
betI,betI,self_loop
dpiA,dpiA,self_loop
fnr,aceE,cross_scc_blocked
fnr,aceF,cross_scc_blocked
fnr,ackA,cross_scc_blocked
fnr,acnA,cross_scc_blocked
fnr,acrE,cross_scc_blocked
fnr,acrF,cross_scc_blocked
fnr,adhE,cross_scc_blocked
fnr,aer,cross_scc_blocked
fnr,aldA,cross_scc_blocked
fnr,amtB,cross_scc_blocked
fnr,ansB,cross_scc_blocked
fnr,arcA,two_cycle
fnr,aroP,cross_scc_blocked
fnr,aspA,cross_scc_blocked
fnr,aspC,cross_scc_blocked
fnr,bcsB,cross_scc_blocked
fnr,bcsZ,cross_scc_blocked
fnr,bidA,cross_scc_blocked
fnr,cadC,cross_scc_blocked
fnr,caiA,cross_scc_blocked
fnr,caiB,cross_scc_blocked
fnr,caiC,cross_scc_blocked
fnr,caiD,cross_scc_blocked
fnr,caiE,cross_scc_blocked
fnr,caiF,cross_scc_blocked
fnr,caiT,cross_scc_blocked
fnr,ccmA,cross_scc_blocked
fnr,ccmB,cross_scc_blocked
fnr,ccmC,cross_scc_blocked
fnr,ccmD,cross_scc_blocked
fnr,ccmE,cross_scc_blocked
fnr,ccmF,cross_scc_blocked
fnr,ccmG,cross_scc_blocked
fnr,ccmH,cross_scc_blocked
fnr,ccp,cross_scc_blocked
fnr,cheB,cross_scc_blocked
fnr,cheR,cross_scc_blocked
fnr,cheY,cross_scc_blocked
fnr,cheZ,cross_scc_blocked
fnr,citC,cross_scc_blocked
fnr,citD,cross_scc_blocked
fnr,citE,cross_scc_blocked
fnr,citF,cross_scc_blocked
fnr,citG,cross_scc_blocked
fnr,citX,cross_scc_blocked
fnr,cydA,cross_scc_blocked
fnr,cydB,cross_scc_blocked
fnr,cydC,cross_scc_blocked
fnr,cydD,cross_scc_blocked
fnr,cyoA,cross_scc_blocked
fnr,cyoB,cross_scc_blocked
fnr,cyoC,cross_scc_blocked
fnr,cyoD,cross_scc_blocked
fnr,cyoE,cross_scc_blocked
fnr,cysG,cross_scc_blocked
fnr,dcuA,cross_scc_blocked
fnr,dcuB,cross_scc_blocked
fnr,dcuC,cross_scc_blocked
fnr,dcuR,cross_scc_blocked
fnr,dcuS,cross_scc_blocked
fnr,dmsA,cross_scc_blocked
fnr,dmsB,cross_scc_blocked
fnr,dmsC,cross_scc_blocked
fnr,dmsD,cross_scc_blocked
fnr,dpiA,cross_scc_blocked
fnr,dpiB,cross_scc_blocked
fnr,dppA,cross_scc_blocked
fnr,dppB,cross_scc_blocked
fnr,dppC,cross_scc_blocked
fnr,dppD,cross_scc_blocked
fnr,dppF,cross_scc_blocked
fnr,emrK,cross_scc_blocked
fnr,emrY,cross_scc_blocked
fnr,entF,cross_scc_blocked
fnr,fdhF,cross_scc_blocked
fnr,fdnG,cross_scc_blocked
fnr,fdnH,cross_scc_blocked
fnr,fdnI,cross_scc_blocked
fnr,feoA,cross_scc_blocked
fnr,feoB,cross_scc_blocked
fnr,feoC,cross_scc_blocked
fnr,fepE,cross_scc_blocked
fnr,fes,cross_scc_blocked
fnr,fhlA,cross_scc_blocked
fnr,fixA,cross_scc_blocked
fnr,fixB,cross_scc_blocked
fnr,fixC,cross_scc_blocked
fnr,fixX,cross_scc_blocked
fnr,fnr,self_loop
fnr,focA,cross_scc_blocked
fnr,focB,cross_scc_blocked
fnr,frdA,cross_scc_blocked
fnr,frdB,cross_scc_blocked
fnr,frdC,cross_scc_blocked
fnr,frdD,cross_scc_blocked
fnr,fumA,cross_scc_blocked
fnr,fumB,cross_scc_blocked
fnr,fumC,cross_scc_blocked
fnr,gadA,cross_scc_blocked
fnr,gadW,same_scc_long
fnr,gadX,same_scc_long
fnr,garD,cross_scc_blocked
fnr,garK,cross_scc_blocked
fnr,garL,cross_scc_blocked
fnr,garP,cross_scc_blocked
fnr,garR,cross_scc_blocked
fnr,gcvH,cross_scc_blocked
fnr,gcvP,cross_scc_blocked
fnr,gcvT,cross_scc_blocked
fnr,gdhA,cross_scc_blocked
fnr,glnD,cross_scc_blocked
fnr,glnK,cross_scc_blocked
fnr,glpA,cross_scc_blocked
fnr,glpB,cross_scc_blocked
fnr,glpC,cross_scc_blocked
fnr,glpQ,cross_scc_blocked
nac,kbaY,cross_scc_blocked
nac,kbl,cross_scc_blocked
nac,kdsA,cross_scc_blocked
nac,leuL,cross_scc_blocked
nac,leuO,same_scc_long
nac,leuU,cross_scc_blocked
nac,livH,cross_scc_blocked
nac,livK,cross_scc_blocked
nac,livM,cross_scc_blocked
nac,lrp,two_cycle
nac,lysA,cross_scc_blocked
nac,lysP,cross_scc_blocked
nac,lysR,cross_scc_blocked
nac,lysU,cross_scc_blocked
nac,malI,cross_scc_blocked
nac,malY,cross_scc_blocked
nac,map,cross_scc_blocked
nac,marR,cross_scc_blocked
nac,mcbA,cross_scc_blocked
nac,mdtE,cross_scc_blocked
nac,metE,cross_scc_blocked
nac,metR,cross_scc_blocked
nac,metY,cross_scc_blocked
nac,mglA,cross_scc_blocked
nac,mglB,cross_scc_blocked
nac,mgtS,cross_scc_blocked
nac,mioC,cross_scc_blocked
nac,mnmG,cross_scc_blocked
nac,mntH,cross_scc_blocked
nac,moeA,cross_scc_blocked
nac,mreC,cross_scc_blocked
nac,msrA,cross_scc_blocked
nac,nac,self_loop
nac,nadC,cross_scc_blocked
nac,nanA,cross_scc_blocked
nac,nanK,cross_scc_blocked
nac,napB,cross_scc_blocked
nac,napC,cross_scc_blocked
nac,narK,cross_scc_blocked
nac,narX,cross_scc_blocked
nac,nfrB,cross_scc_blocked
nac,nlpE,cross_scc_blocked
nac,nrdG,cross_scc_blocked
nac,nrfF,cross_scc_blocked
nac,nrfG,cross_scc_blocked
nac,nupC,cross_scc_blocked
nac,nusA,cross_scc_blocked
nac,nusB,cross_scc_blocked
nac,ompA,cross_scc_blocked
nac,ompF,cross_scc_blocked
nac,ompN,cross_scc_blocked
nac,ompR,same_scc_long
nac,ompT,cross_scc_blocked
nac,oppA,cross_scc_blocked
nac,oppC,cross_scc_blocked
nac,ortT,cross_scc_blocked
nac,osmB,cross_scc_blocked
nac,osmY,cross_scc_blocked
nac,patD,cross_scc_blocked
nac,pdeC,cross_scc_blocked
nac,pdeF,cross_scc_blocked
nac,pdeL,cross_scc_blocked
nac,pfkB,cross_scc_blocked
nac,pgaA,cross_scc_blocked
nac,phoB,same_scc_long
nac,phoH,cross_scc_blocked
nac,pitB,cross_scc_blocked
nac,pldA,cross_scc_blocked
nac,pntA,cross_scc_blocked
nac,polA,cross_scc_blocked
nac,ppc,cross_scc_blocked
nac,ppdC,cross_scc_blocked
nac,prfC,cross_scc_blocked
nac,pstC,cross_scc_blocked
nac,pstS,cross_scc_blocked
nac,ptrA,cross_scc_blocked
nac,pyrL,cross_scc_blocked
nac,rcsA,same_scc_long
nac,rep,cross_scc_blocked
nac,rflP,cross_scc_blocked
nac,rhtA,cross_scc_blocked
nac,rimP,cross_scc_blocked
nac,rnlB,cross_scc_blocked
nac,rplU,cross_scc_blocked
nac,rpoZ,cross_scc_blocked
nac,rsd,cross_scc_blocked
nac,rutB,cross_scc_blocked
nac,sbcD,cross_scc_blocked
nac,scpB,cross_scc_blocked
nac,sdaA,cross_scc_blocked
nac,sdhC,cross_scc_blocked
nac,sdiA,same_scc_long
nac,secG,cross_scc_blocked
nac,serA,cross_scc_blocked
nac,shiA,cross_scc_blocked
nac,shoB,cross_scc_blocked
nac,spf,cross_scc_blocked
nac,srlR,cross_scc_blocked
nac,ssuE,cross_scc_blocked
nac,sucA,cross_scc_blocked
nac,tauA,cross_scc_blocked
nac,tdcA,cross_scc_blocked
nac,tfaQ,cross_scc_blocked
nac,tff,cross_scc_blocked
nac,thiL,cross_scc_blocked
nac,thrS,cross_scc_blocked
nac,tnaA,cross_scc_blocked
nac,tnaB,cross_scc_blocked
nac,tnaC,cross_scc_blocked
nac,tolB,cross_scc_blocked
nac,tomB,cross_scc_blocked
nac,torA,cross_scc_blocked
nac,trxB,cross_scc_blocked
nac,ubiA,cross_scc_blocked
nac,ubiT,cross_scc_blocked
nac,uspA,cross_scc_blocked
nac,uvrY,cross_scc_blocked
nac,uxaC,cross_scc_blocked
nac,waaF,cross_scc_blocked
nac,waaG,cross_scc_blocked
nac,wrbA,cross_scc_blocked
nac,wza,cross_scc_blocked
nac,wzb,cross_scc_blocked
nac,wzc,cross_scc_blocked
nac,wzzE,cross_scc_blocked
nac,xapR,cross_scc_blocked
nac,xdhA,cross_scc_blocked
nac,yafD,cross_scc_blocked
nac,yafN,cross_scc_blocked
nac,yafO,cross_scc_blocked
nac,yafQ,cross_scc_blocked
nac,yagU,cross_scc_blocked
nac,yaiY,cross_scc_blocked
nac,yajO,cross_scc_blocked
nac,ybcV,cross_scc_blocked
nac,ybeQ,cross_scc_blocked
nac,ybjP,cross_scc_blocked
nac,ybjX,cross_scc_blocked
nac,ycaC,cross_scc_blocked
nac,ycgB,cross_scc_blocked
nac,ychA,cross_scc_blocked
nac,yciZ,cross_scc_blocked
nac,ydcS,cross_scc_blocked
nac,ydcT,cross_scc_blocked
nac,ydcU,cross_scc_blocked
nac,ydcV,cross_scc_blocked
nac,ydeE,cross_scc_blocked
nac,ydeP,cross_scc_blocked
nac,ydgH,cross_scc_blocked
nac,ydiP,scc_edge_dissolved
nac,yecF,cross_scc_blocked
nac,yegH,cross_scc_blocked
nac,yegR,cross_scc_blocked
nac,yejG,cross_scc_blocked
nac,yfaE,cross_scc_blocked
nac,yfdE,cross_scc_blocked
nac,yfdV,cross_scc_blocked
nac,yfeK,cross_scc_blocked
nac,yfeS,cross_scc_blocked
nac,yfgG,cross_scc_blocked
nac,yfiR,cross_scc_blocked
nac,ygaC,cross_scc_blocked
nac,ygdB,cross_scc_blocked
nac,yghS,cross_scc_blocked
nac,ygiM,cross_scc_blocked
nac,ygiZ,cross_scc_blocked
nac,yhcC,cross_scc_blocked
nac,yhdV,cross_scc_blocked
nac,yhjE,cross_scc_blocked
nac,yicJ,cross_scc_blocked
nac,yidQ,cross_scc_blocked
nac,yieE,cross_scc_blocked
nac,yigI,cross_scc_blocked
nac,yjbQ,cross_scc_blocked
nac,yjcB,cross_scc_blocked
nac,yjeH,cross_scc_blocked
nac,yjeM,cross_scc_blocked
nac,yjhI,cross_scc_blocked
nac,ykgE,cross_scc_blocked
nac,ynfB,cross_scc_blocked
nac,ynfE,cross_scc_blocked
nac,ynfF,cross_scc_blocked
nac,ynfG,cross_scc_blocked
nac,ynjH,cross_scc_blocked
nac,yobB,cross_scc_blocked
nac,yobF,cross_scc_blocked
nac,yoeB,cross_scc_blocked
nac,ytfB,cross_scc_blocked
nac,ytfJ,cross_scc_blocked
nac,ytfK,cross_scc_blocked
nac,znuA,cross_scc_blocked
nfeR,nfeR,self_loop
nikR,nikR,self_loop
yeiL,yeiL,self_loop
iscR,iscR,self_loop
frmR,frmR,self_loop
purR,purR,self_loop
rcsA,csgD,same_scc_long
rcsA,csgE,cross_scc_blocked
rcsA,csgF,cross_scc_blocked
rcsA,csgG,cross_scc_blocked
rcsA,flhC,same_scc_long
rcsA,flhD,same_scc_long
rcsA,rcsA,self_loop
rcsA,wcaA,cross_scc_blocked
rcsA,wcaB,cross_scc_blocked
rcsA,wza,cross_scc_blocked
rcsA,wzb,cross_scc_blocked
rcsA,wzc,cross_scc_blocked
rcsA,yjbE,cross_scc_blocked
rcsA,yjbF,cross_scc_blocked
rcsA,yjbG,cross_scc_blocked
rcsA,yjbH,cross_scc_blocked
galR,galE,cross_scc_blocked
galR,galK,cross_scc_blocked
galR,galM,cross_scc_blocked
galR,galP,cross_scc_blocked
galR,galR,self_loop
galR,galS,two_cycle
galR,galT,cross_scc_blocked
galR,mglA,cross_scc_blocked
galR,mglB,cross_scc_blocked
galR,mglC,cross_scc_blocked
gcvA,gcvA,self_loop
phoP,acrA,cross_scc_blocked
phoP,acrB,cross_scc_blocked
phoP,argD,cross_scc_blocked
phoP,borD,cross_scc_blocked
phoP,clpS,cross_scc_blocked
phoP,cysB,cross_scc_blocked
phoP,dcuD,cross_scc_blocked
phoP,fadL,cross_scc_blocked
phoP,gadE,same_scc_long
phoP,gadW,same_scc_long
phoP,glgA,cross_scc_blocked
phoP,glgB,cross_scc_blocked
phoP,glgC,cross_scc_blocked
phoP,glgP,cross_scc_blocked
phoP,glgX,cross_scc_blocked
phoP,hdeA,cross_scc_blocked
phoP,hdeB,cross_scc_blocked
phoP,hdeD,cross_scc_blocked
phoP,hemL,cross_scc_blocked
phoP,iraM,cross_scc_blocked
phoP,malS,cross_scc_blocked
phoP,metB,cross_scc_blocked
phoP,metL,cross_scc_blocked
phoP,mgtA,cross_scc_blocked
phoP,mgtL,cross_scc_blocked
phoP,mgtS,cross_scc_blocked
phoP,nagA,cross_scc_blocked
phoP,ompT,cross_scc_blocked
phoP,pagP,cross_scc_blocked
phoP,phoP,self_loop
phoP,phoQ,cross_scc_blocked
phoP,purD,cross_scc_blocked
phoP,purH,cross_scc_blocked
phoP,queE,cross_scc_blocked
phoP,rmf,cross_scc_blocked
phoP,rsd,cross_scc_blocked
phoP,rstA,same_scc_long
phoP,rutA,cross_scc_blocked
phoP,rutB,cross_scc_blocked
phoP,rutC,cross_scc_blocked
phoP,rutD,cross_scc_blocked
phoP,rutE,cross_scc_blocked
phoP,rutF,cross_scc_blocked
phoP,rutG,cross_scc_blocked
phoP,safA,cross_scc_blocked
phoP,tolC,cross_scc_blocked
phoP,treR,cross_scc_blocked
phoP,ydeO,same_scc_long
phoP,ydeP,cross_scc_blocked
phoP,ygiB,cross_scc_blocked
phoP,ygiC,cross_scc_blocked
phoP,yhiD,cross_scc_blocked
phoP,yrbL,cross_scc_blocked
ttdR,ttdR,self_loop
yjjQ,dgcN,cross_scc_blocked
yjjQ,flhC,same_scc_long
yjjQ,flhD,same_scc_long
yjjQ,gfcA,cross_scc_blocked
yjjQ,ompC,cross_scc_blocked
yjjQ,ybhL,cross_scc_blocked
yjjQ,yciX,cross_scc_blocked
yjjQ,yfiB,cross_scc_blocked
yjjQ,yfiR,cross_scc_blocked
yjjQ,ymiA,cross_scc_blocked
hdfR,flhC,same_scc_long
hdfR,flhD,same_scc_long
hdfR,gltB,cross_scc_blocked
hdfR,gltD,cross_scc_blocked
hdfR,gltF,cross_scc_blocked
higA,higA,self_loop
higA,higB,two_cycle
higB,higA,two_cycle
higB,higB,self_loop
hipA,hipA,self_loop
hipA,hipB,two_cycle
hipA,mazE,cross_scc_blocked
hipA,mazF,cross_scc_blocked
hipA,relA,cross_scc_blocked
hipB,hipA,two_cycle
hipB,hipB,self_loop
hipB,mazE,cross_scc_blocked
hipB,mazF,cross_scc_blocked
hipB,relA,cross_scc_blocked
rcsB,adiC,cross_scc_blocked
rcsB,aslB,cross_scc_blocked
rcsB,bglB,cross_scc_blocked
rcsB,bglF,cross_scc_blocked
rcsB,bglG,cross_scc_blocked
rcsB,cadA,cross_scc_blocked
rcsB,cadB,cross_scc_blocked
rcsB,csgD,same_scc_long
rcsB,csgE,cross_scc_blocked
rcsB,csgF,cross_scc_blocked
rcsB,csgG,cross_scc_blocked
rcsB,dctR,cross_scc_blocked
rcsB,flhC,same_scc_long
rcsB,flhD,same_scc_long
rcsB,ftsA,cross_scc_blocked
rcsB,ftsZ,cross_scc_blocked
rcsB,gadA,cross_scc_blocked
rcsB,gadB,cross_scc_blocked
rcsB,gadC,cross_scc_blocked
rcsB,gadX,same_scc_long
rcsB,hdeA,cross_scc_blocked
rcsB,hdeB,cross_scc_blocked
rcsB,hdeD,cross_scc_blocked
rcsB,leuO,same_scc_long
rcsB,lolA,cross_scc_blocked
rcsB,osmB,cross_scc_blocked
rcsB,osmC,cross_scc_blocked
rcsB,rarA,cross_scc_blocked
rcsB,rcsA,same_scc_long
rcsB,rpoE,same_scc_long
rcsB,rseA,cross_scc_blocked
rcsB,rseB,cross_scc_blocked
rcsB,rseC,cross_scc_blocked
rcsB,rseD,cross_scc_blocked
rcsB,safA,cross_scc_blocked
rcsB,sfsB,cross_scc_blocked
rcsB,slp,cross_scc_blocked
rcsB,sra,cross_scc_blocked
rcsB,wcaA,cross_scc_blocked
rcsB,wcaB,cross_scc_blocked
rcsB,wza,cross_scc_blocked
rcsB,wzb,cross_scc_blocked
rcsB,wzc,cross_scc_blocked
rcsB,ydeO,same_scc_long
rcsB,ydeP,cross_scc_blocked
rcsB,yecT,cross_scc_blocked
rcsB,yehF,cross_scc_blocked
rcsB,ygiZ,cross_scc_blocked
rcsB,yhiD,cross_scc_blocked
rcsB,yhiM,cross_scc_blocked
rcsB,yidL,cross_scc_blocked
rcsB,yjbE,cross_scc_blocked
rcsB,yjbF,cross_scc_blocked
rcsB,yjbG,cross_scc_blocked
rcsB,yjbH,cross_scc_blocked
rcsB,ynbA,cross_scc_blocked
rcsB,ynbB,cross_scc_blocked
rcsB,ynbC,cross_scc_blocked
rcsB,ynbD,cross_scc_blocked
rcsB,ynjI,cross_scc_blocked
rcsB,yqhG,cross_scc_blocked
ibpA,ibpA,self_loop
ilvY,ilvY,self_loop
lexA,cho,cross_scc_blocked
lexA,ddlB,cross_scc_blocked
lexA,dinB,cross_scc_blocked
lexA,dinF,cross_scc_blocked
lexA,dinG,cross_scc_blocked
lexA,dinI,cross_scc_blocked
lexA,dinJ,cross_scc_blocked
lexA,dinQ,cross_scc_blocked
lexA,dnaG,cross_scc_blocked
lexA,ftsA,cross_scc_blocked
lexA,ftsI,cross_scc_blocked
lexA,ftsK,cross_scc_blocked
lexA,ftsL,cross_scc_blocked
lexA,ftsQ,cross_scc_blocked
lexA,ftsW,cross_scc_blocked
lexA,ftsZ,cross_scc_blocked
lexA,hokE,cross_scc_blocked
lexA,insK,cross_scc_blocked
lexA,lexA,self_loop
lexA,lpxC,cross_scc_blocked
lexA,mraY,cross_scc_blocked
lexA,murC,cross_scc_blocked
lexA,murD,cross_scc_blocked
lexA,murE,cross_scc_blocked
lexA,murF,cross_scc_blocked
lexA,murG,cross_scc_blocked
lexA,phr,cross_scc_blocked
lexA,polB,cross_scc_blocked
lexA,ptrA,cross_scc_blocked
lexA,recA,cross_scc_blocked
lexA,recB,cross_scc_blocked
lexA,recD,cross_scc_blocked
lexA,recN,cross_scc_blocked
lexA,recQ,cross_scc_blocked
lexA,recX,cross_scc_blocked
lexA,rpoD,two_cycle
lexA,rpsU,cross_scc_blocked
lexA,sbmC,cross_scc_blocked
lexA,ssb,cross_scc_blocked
lexA,sulA,cross_scc_blocked
lexA,symE,cross_scc_blocked
lexA,tisB,cross_scc_blocked
lexA,umuC,cross_scc_blocked
lexA,umuD,cross_scc_blocked
lexA,uvrA,cross_scc_blocked
lexA,uvrB,cross_scc_blocked
lexA,uvrC,cross_scc_blocked
lexA,uvrD,cross_scc_blocked
lexA,uvrY,cross_scc_blocked
lexA,yafN,cross_scc_blocked
lexA,yafO,cross_scc_blocked
lexA,yafP,cross_scc_blocked
lexA,yafQ,cross_scc_blocked
lexA,ybfE,cross_scc_blocked
lexA,ybiB,cross_scc_blocked
lexA,ydjM,cross_scc_blocked
lexA,yebG,cross_scc_blocked
lexA,yehF,cross_scc_blocked
lrhA,fimE,cross_scc_blocked
lrhA,flhC,same_scc_long
lrhA,flhD,same_scc_long
lrhA,leuO,same_scc_long
lrhA,lrhA,self_loop
rpoN,acrD,cross_scc_blocked
rpoN,actP,cross_scc_blocked
rpoN,amtB,cross_scc_blocked
rpoN,argT,cross_scc_blocked
rpoN,aslB,cross_scc_blocked
rpoN,astA,cross_scc_blocked
rpoN,astB,cross_scc_blocked
rpoN,astC,cross_scc_blocked
rpoN,astD,cross_scc_blocked
rpoN,astE,cross_scc_blocked
rpoN,atoA,cross_scc_blocked
rpoN,atoB,cross_scc_blocked
rpoN,atoD,cross_scc_blocked
rpoN,atoE,cross_scc_blocked
rpoN,chaC,cross_scc_blocked
rpoN,cspC,cross_scc_blocked
rpoN,dcuD,cross_scc_blocked
rpoN,ddpA,cross_scc_blocked
rpoN,ddpB,cross_scc_blocked
rpoN,ddpC,cross_scc_blocked
rpoN,ddpD,cross_scc_blocked
rpoN,ddpF,cross_scc_blocked
rpoN,ddpX,cross_scc_blocked
rpoN,emrD,cross_scc_blocked
rpoN,fadL,cross_scc_blocked
rpoN,fdhF,cross_scc_blocked
rpoN,fhlA,cross_scc_blocked
rpoN,flhC,same_scc_long
rpoN,flhD,same_scc_long
rpoN,focB,cross_scc_blocked
rpoN,glnA,cross_scc_blocked
rpoN,glnG,same_scc_long
rpoN,glnH,cross_scc_blocked
rpoN,glnK,cross_scc_blocked
rpoN,glnL,cross_scc_blocked
rpoN,glnP,cross_scc_blocked
rpoN,glnQ,cross_scc_blocked
rpoN,glpQ,cross_scc_blocked
rpoN,gltI,cross_scc_blocked
rpoN,gltJ,cross_scc_blocked
rpoN,gltK,cross_scc_blocked
rpoN,gltL,cross_scc_blocked
rpoN,gnsA,cross_scc_blocked
rpoN,hisJ,cross_scc_blocked
rpoN,hisM,cross_scc_blocked
rpoN,hisP,cross_scc_blocked
rpoN,hisQ,cross_scc_blocked
rpoN,htpG,cross_scc_blocked
rpoN,hycA,cross_scc_blocked
rpoN,hycB,cross_scc_blocked
rpoN,hycC,cross_scc_blocked
rpoN,hycD,cross_scc_blocked
rpoN,hycE,cross_scc_blocked
rpoN,hycF,cross_scc_blocked
rpoN,hycG,cross_scc_blocked
rpoN,hycH,cross_scc_blocked
rpoN,hycI,cross_scc_blocked
rpoN,hydN,cross_scc_blocked
rpoN,hyfA,cross_scc_blocked
rpoN,hyfB,cross_scc_blocked
rpoN,hyfC,cross_scc_blocked
rpoN,hyfD,cross_scc_blocked
rpoN,hyfE,cross_scc_blocked
rpoN,hyfF,cross_scc_blocked
rpoN,hyfG,cross_scc_blocked
rpoN,hyfH,cross_scc_blocked
rpoN,hyfI,cross_scc_blocked
rpoN,hyfJ,cross_scc_blocked
rpoN,hyfR,cross_scc_blocked
rpoN,hypA,cross_scc_blocked
rpoN,hypB,cross_scc_blocked
rpoN,hypC,cross_scc_blocked
rpoN,hypD,cross_scc_blocked
rpoN,hypE,cross_scc_blocked
rpoN,hypF,cross_scc_blocked
rpoN,ibpB,cross_scc_blocked
rpoN,mutM,cross_scc_blocked
rpoN,nac,same_scc_long
rpoN,nikA,cross_scc_blocked
rpoN,nikB,cross_scc_blocked
rpoN,nikC,cross_scc_blocked
rpoN,nikD,cross_scc_blocked
rpoN,nikE,cross_scc_blocked
rpoN,nikR,cross_scc_blocked
rpoN,norV,cross_scc_blocked
rpoN,norW,cross_scc_blocked
rpoN,nth,cross_scc_blocked
rpoN,patA,cross_scc_blocked
rpoN,potF,cross_scc_blocked
rpoN,potG,cross_scc_blocked
rpoN,potH,cross_scc_blocked
rpoN,potI,cross_scc_blocked
rpoN,prpB,cross_scc_blocked
rpoN,prpC,cross_scc_blocked
rpoN,prpD,cross_scc_blocked
rpoN,prpE,cross_scc_blocked
rpoN,pspA,cross_scc_blocked
rpoN,pspB,cross_scc_blocked
rpoN,pspC,cross_scc_blocked
rpoN,pspD,cross_scc_blocked
rpoN,pspE,cross_scc_blocked
rpoN,pspG,cross_scc_blocked
rpoN,puuP,cross_scc_blocked
rpoN,radD,cross_scc_blocked
rpoN,rcdB,cross_scc_blocked
rpoN,relA,cross_scc_blocked
rpoN,rhaD,cross_scc_blocked
rpoN,rpoE,two_cycle
rpoN,rpoH,same_scc_long
rpoN,rseA,cross_scc_blocked
rpoN,rseB,cross_scc_blocked
rpoN,rseC,cross_scc_blocked
rpoN,rseD,cross_scc_blocked
rpoN,rtcA,cross_scc_blocked
rpoN,rtcB,cross_scc_blocked
rpoN,rutA,cross_scc_blocked
rpoN,rutB,cross_scc_blocked
rpoN,rutC,cross_scc_blocked
rpoN,rutD,cross_scc_blocked
rpoN,rutE,cross_scc_blocked
rpoN,rutF,cross_scc_blocked
rpoN,rutG,cross_scc_blocked
rpoN,ssnA,cross_scc_blocked
rpoN,xapB,cross_scc_blocked
rpoN,xdhA,cross_scc_blocked
rpoN,xdhB,cross_scc_blocked
rpoN,xdhC,cross_scc_blocked
rpoN,yaaU,cross_scc_blocked
rpoN,yeaG,cross_scc_blocked
rpoN,yeaH,cross_scc_blocked
rpoN,yfcZ,cross_scc_blocked
rpoN,yhdX,cross_scc_blocked
rpoN,yhdY,cross_scc_blocked
rpoN,yhdZ,cross_scc_blocked
rpoN,ymjE,cross_scc_blocked
rpoN,yobF,cross_scc_blocked
rpoN,zraP,cross_scc_blocked
rpoN,zraR,same_scc_long
rpoN,zraS,cross_scc_blocked
slyA,cas1,cross_scc_blocked
slyA,cas2,cross_scc_blocked
slyA,casA,cross_scc_blocked
slyA,casB,cross_scc_blocked
slyA,casC,cross_scc_blocked
slyA,casD,cross_scc_blocked
slyA,casE,cross_scc_blocked
slyA,elfA,cross_scc_blocked
slyA,fecI,cross_scc_blocked
slyA,fecR,cross_scc_blocked
slyA,gspC,cross_scc_blocked
slyA,gspD,cross_scc_blocked
slyA,gspE,cross_scc_blocked
slyA,gspF,cross_scc_blocked
slyA,gspG,cross_scc_blocked
slyA,gspH,cross_scc_blocked
slyA,gspI,cross_scc_blocked
slyA,gspJ,cross_scc_blocked
slyA,gspK,cross_scc_blocked
slyA,gspL,cross_scc_blocked
slyA,gspM,cross_scc_blocked
slyA,gspO,cross_scc_blocked
slyA,hlyE,cross_scc_blocked
slyA,leuO,scc_edge_dissolved
slyA,paaA,cross_scc_blocked
slyA,paaB,cross_scc_blocked
slyA,paaC,cross_scc_blocked
slyA,paaD,cross_scc_blocked
slyA,paaE,cross_scc_blocked
slyA,paaF,cross_scc_blocked
slyA,paaG,cross_scc_blocked
slyA,paaH,cross_scc_blocked
slyA,paaI,cross_scc_blocked
slyA,paaJ,cross_scc_blocked
slyA,paaK,cross_scc_blocked
slyA,pagP,cross_scc_blocked
slyA,rmf,cross_scc_blocked
slyA,rsd,cross_scc_blocked
slyA,sgcA,cross_scc_blocked
slyA,sgcB,cross_scc_blocked
slyA,sgcC,cross_scc_blocked
slyA,sgcE,cross_scc_blocked
slyA,sgcQ,cross_scc_blocked
slyA,sgcR,cross_scc_blocked
slyA,sgcX,cross_scc_blocked
slyA,slyA,self_loop
tyrR,tyrR,self_loop
lysR,lysR,self_loop
rob,acnA,cross_scc_blocked
rob,acrA,cross_scc_blocked
rob,acrB,cross_scc_blocked
rob,acrZ,cross_scc_blocked
rob,aldA,cross_scc_blocked
rob,dapD,cross_scc_blocked
rob,fumC,cross_scc_blocked
rob,glnD,cross_scc_blocked
rob,inaA,cross_scc_blocked
rob,map,cross_scc_blocked
rob,marA,two_cycle
rob,marB,cross_scc_blocked
rob,marR,same_scc_long
rob,mdaB,cross_scc_blocked
rob,nfo,cross_scc_blocked
rob,nfsA,cross_scc_blocked
rob,nfsB,cross_scc_blocked
rob,rimK,cross_scc_blocked
rob,rob,self_loop
rob,sodA,cross_scc_blocked
rob,tolC,cross_scc_blocked
rob,ybjC,cross_scc_blocked
rob,ybjN,cross_scc_blocked
rob,ygiB,cross_scc_blocked
rob,ygiC,cross_scc_blocked
